key,0s,1s,2s,3s,4s,6s,outs,balls
"M Vijay, JP Duminy",4,2,0,0,0,0,0,6
"N Rana, Imran Tahir",0,2,1,0,0,0,0,3
"R Bhatia, R Vinay Kumar",0,4,1,0,2,1,0,8
"SE Marsh, PP Ojha",10,9,1,0,1,2,1,23
"SR Watson, CR Brathwaite",7,5,0,0,2,1,0,15
"LRPL Taylor, S Aravind",0,2,1,0,0,0,0,3
"DPMD Jayawardene, SK Raina",1,5,0,0,0,0,0,6
"LR Shukla, R Vinay Kumar",5,2,1,0,0,0,0,8
"NV Ojha, DP Nannes",3,2,0,0,0,0,0,5
"R Bhatia, RA Jadeja",5,8,0,0,1,1,1,15
"EJG Morgan, CH Morris",4,7,1,0,2,1,0,15
"KK Nair, KA Pollard",4,2,1,0,1,1,0,9
"DB Das, PP Ojha",3,1,0,0,1,0,0,5
"AJ Finch, Shakib Al Hasan",2,3,1,0,3,2,0,11
"M Kartik, R Ashwin",2,3,0,0,1,0,0,6
"YK Pathan, GB Hogg",3,4,0,0,0,1,0,8
"SPD Smith, DL Vettori",0,1,0,0,0,1,0,2
"BJ Hodge, R Ashwin",3,6,3,0,0,1,1,13
"ST Jayasuriya, Pankaj Singh",0,2,0,1,2,0,0,5
"JR Hopes, Pankaj Singh",3,2,0,0,2,0,0,7
"Q de Kock, DJG Sammy",2,1,0,0,2,0,0,5
"KA Pollard, AD Russell",6,6,1,0,1,0,0,14
"SE Marsh, R Sharma",3,7,0,0,1,1,0,12
"LMP Simmons, SK Raina",0,1,0,0,0,0,0,1
"UT Yadav, MG Johnson",1,0,0,0,0,0,1,1
"G Gambhir, Pankaj Singh",4,4,0,0,0,0,1,8
"DW Steyn, KA Pollard",2,2,1,0,1,0,1,6
"NV Ojha, S Dhawan",2,1,0,0,0,2,0,5
"MS Dhoni, Basil Thampi",1,0,0,0,0,0,1,1
"MM Sharma, D Wiese",0,2,0,0,0,0,0,2
"LMP Simmons, Mohammed Shami",3,3,0,0,3,0,0,9
"KM Jadhav, BAW Mendis",2,0,1,0,0,0,1,3
"R McLaren, A Kumble",3,7,1,0,2,0,0,13
"P Negi, SC Ganguly",2,1,1,0,0,0,0,4
"SR Watson, MM Sharma",20,11,3,1,5,2,1,42
"VVS Laxman, A Nehra",2,1,0,0,1,0,0,4
"IK Pathan, AB McDonald",0,1,0,0,0,0,0,1
"A Choudhary, Basil Thampi",0,2,1,0,1,0,0,4
"Yuvraj Singh, R Tewatia",3,2,0,0,1,1,0,7
"JP Faulkner, CH Morris",1,5,4,0,2,0,1,12
"AC Gilchrist, Z Khan",17,8,1,0,5,2,2,33
"KL Rahul, DS Kulkarni",12,2,0,0,2,3,3,19
"KC Sangakkara, SC Ganguly",1,10,2,0,2,0,0,15
"MS Bisla, P Kumar",25,6,1,0,1,2,1,35
"G Gambhir, P Awana",2,11,1,0,2,0,0,16
"TR Birt, R Vinay Kumar",3,2,1,0,4,1,1,11
"Parvez Rasool, MM Sharma",0,2,0,0,0,0,0,2
"SR Watson, MF Maharoof",3,7,2,0,2,0,0,14
"MK Pandey, DJ Hooda",0,2,0,0,0,0,0,2
"S Dhawan, SB Styris",2,7,2,0,2,0,0,13
"RJ Quiney, DS Kulkarni",5,2,1,1,2,0,0,11
"MC Henriques, PV Tambe",11,5,0,0,0,0,1,16
"JJ Roy, Rashid Khan",0,1,0,0,0,0,0,1
"JP Faulkner, Kuldeep Yadav",0,0,0,1,0,0,0,1
"B Kumar, HV Patel",1,1,0,0,0,0,0,2
"S Dhawan, Y Venugopal Rao",4,5,1,0,2,0,0,12
"J Botha, R Sathish",2,1,1,0,0,0,0,4
"J Botha, MM Sharma",3,1,0,0,0,0,0,4
"MC Juneja, Harbhajan Singh",1,5,0,0,1,0,0,7
"AC Gilchrist, VS Malik",0,1,0,0,1,0,0,2
"PP Chawla, MC Henriques",2,1,0,0,0,0,0,3
"SM Pollock, B Akhil",0,0,0,0,1,0,0,1
"J Arunkumar, AB Dinda",6,1,0,0,2,0,0,9
"SM Pollock, MS Gony",1,4,0,0,0,0,0,5
"CJ Anderson, KC Cariappa",1,1,0,0,0,0,0,2
"RG Sharma, DP Nannes",9,7,1,0,2,0,1,19
"KM Jadhav, JH Kallis",6,4,0,0,2,1,0,13
"SR Tendulkar, PJ Sangwan",9,9,2,0,2,0,1,22
"JH Kallis, DJG Sammy",1,0,0,0,2,0,0,3
"Swapnil Singh, DT Christian",1,3,1,0,0,0,0,5
"MK Pandey, PV Tambe",3,2,0,0,1,1,2,7
"D Salunkhe, JR Hopes",1,0,1,0,1,0,1,3
"MN Samuels, Bipul Sharma",1,3,0,0,1,1,0,6
"AB Agarkar, A Nehra",1,1,1,0,0,0,0,3
"SC Ganguly, SR Watson",12,7,1,0,4,0,0,24
"SS Iyer, P Negi",3,5,1,0,2,0,0,11
"EJG Morgan, YK Pathan",0,1,0,0,0,0,0,1
"M Vohra, MG Johnson",1,1,0,0,0,0,1,2
"S Dhawan, Joginder Sharma",4,5,1,0,4,0,0,14
"YK Pathan, J Botha",2,2,0,0,0,1,0,5
"ML Hayden, AN Ahmed",2,2,0,0,0,0,0,4
"VY Mahesh, I Sharma",1,2,0,0,0,0,0,3
"JD Ryder, L Balaji",5,2,0,0,0,0,0,7
"HH Pandya, LH Ferguson",1,0,0,0,0,0,1,1
"R Sathish, DJG Sammy",1,2,0,0,0,0,0,3
"JC Buttler, B Kumar",5,1,0,0,2,0,0,8
"BB McCullum, Shakib Al Hasan",12,13,0,0,5,0,1,30
"AB de Villiers, S Randiv",2,7,3,0,0,0,0,12
"V Sehwag, JA Morkel",21,13,1,0,8,2,1,45
"JA Morkel, A Symonds",1,5,0,0,0,1,0,7
"SPD Smith, JJ Bumrah",5,13,3,0,1,1,1,23
"MK Pandey, UT Yadav",10,11,1,0,7,1,0,30
"AM Rahane, JO Holder",5,4,1,0,1,0,1,11
"STR Binny, WD Parnell",0,3,0,0,1,0,0,4
"CH Gayle, VR Aaron",3,3,0,0,2,1,0,9
"PR Shah, A Nehra",4,2,0,0,0,0,0,6
"AD Nath, TG Southee",1,1,1,0,1,0,0,4
"JA Morkel, R Sathish",1,4,0,0,0,1,0,6
"DR Smith, NLTC Perera",3,3,0,0,1,0,1,7
"HM Amla, A Nehra",3,3,0,0,4,1,0,11
"K Goel, M Muralitharan",2,3,0,0,0,0,0,5
"RR Pant, JP Faulkner",5,4,1,0,2,4,1,16
"M Vohra, K Santokie",1,2,0,0,1,0,0,4
"RA Tripathi, KV Sharma",1,4,2,0,0,2,1,9
"DJ Hussey, MF Maharoof",5,6,0,0,0,1,1,12
"CA Lynn, Swapnil Singh",2,3,3,0,0,1,0,9
"MS Dhoni, RJ Harris",1,4,3,0,4,0,1,12
"PA Reddy, JD Unadkat",1,3,0,0,0,0,0,4
"DR Smith, S Tyagi",0,1,0,0,0,1,0,2
"HM Amla, MJ McClenaghan",7,2,1,0,2,0,0,12
"DJG Sammy, R Bhatia",2,3,0,0,0,0,0,5
"AL Menaria, KMDN Kulasekara",1,1,0,0,0,0,0,2
"Shahid Afridi, Joginder Sharma",1,0,0,0,2,2,0,5
"DJG Sammy, SR Watson",5,5,1,0,2,3,0,16
"DB Ravi Teja, SK Warne",1,0,0,0,0,0,1,1
"V Kohli, Mohammed Shami",5,7,0,0,3,0,1,15
"GJ Bailey, Yuvraj Singh",2,6,0,0,0,1,0,9
"AA Jhunjhunwala, A Mishra",3,5,2,0,0,0,0,10
"EJG Morgan, IK Pathan",4,1,0,0,1,0,0,6
"GC Smith, M Ntini",11,5,0,0,4,0,0,20
"STR Binny, Bipul Sharma",0,1,0,0,0,0,0,1
"SR Tendulkar, B Kumar",7,4,0,0,0,0,0,11
"MF Maharoof, SR Watson",1,0,0,0,1,0,1,2
"Yuvraj Singh, BA Bhatt",0,0,0,0,2,2,0,4
"RN ten Doeschate, PV Tambe",1,0,0,0,0,0,1,1
"HH Gibbs, S Tyagi",3,0,0,0,0,0,1,3
"A Symonds, Anand Rajan",1,1,0,0,0,0,0,2
"B Kumar, Azhar Mahmood",3,2,0,0,1,0,1,6
"SR Tendulkar, P Awana",3,2,1,0,1,0,0,7
"SE Marsh, JP Duminy",5,0,0,0,2,0,2,7
"CH Gayle, V Pratap Singh",0,4,0,0,0,0,0,4
"V Shankar, P Kumar",4,2,0,0,0,0,0,6
"NV Ojha, PP Chawla",18,10,3,1,3,4,2,39
"AM Rahane, MM Sharma",11,11,6,1,4,2,1,35
"SV Samson, B Kumar",26,11,9,0,2,2,2,50
"I Sharma, M Muralitharan",2,2,0,0,0,0,0,4
"JP Duminy, SB Jakati",3,4,3,0,0,1,0,11
"R Vinay Kumar, MA Starc",2,0,1,0,0,0,1,3
"B Kumar, J Botha",0,1,0,0,0,0,0,1
"AM Nayar, T Thushara",0,1,2,0,1,0,0,4
"S Vidyut, A Nehra",3,0,0,0,3,0,0,6
"RG Sharma, S Badree",2,2,0,0,0,0,1,4
"HV Patel, MM Sharma",0,1,0,0,0,0,0,1
"A Symonds, WD Parnell",2,2,0,0,2,0,0,6
"JP Duminy, TG Southee",3,8,0,1,0,0,0,12
"JJ van der Wath, PP Chawla",1,1,0,0,0,0,1,2
"CH Gayle, DR Smith",1,2,0,0,0,2,0,5
"WP Saha, S Gopal",2,1,0,0,0,0,0,3
"VH Zol, R Ashwin",1,2,0,0,0,0,0,3
"RV Uthappa, AC Voges",0,0,0,0,1,0,0,1
"Harbhajan Singh, IK Pathan",4,5,0,0,2,0,1,11
"R Dravid, Mohammad Asif",0,1,0,0,0,0,0,1
"DPMD Jayawardene, R Shukla",5,3,0,0,1,0,1,9
"Y Nagar, PP Ojha",0,2,0,0,1,0,0,3
"V Sehwag, A Kumble",7,1,0,0,2,1,0,11
"MS Dhoni, CH Morris",5,4,1,0,1,0,0,11
"RV Uthappa, Basil Thampi",2,2,0,0,2,1,0,7
"SPD Smith, I Sharma",5,4,1,0,2,0,1,12
"AS Yadav, Mohammad Hafeez",2,2,0,0,0,0,0,4
"WPUJC Vaas, Umar Gul",0,1,2,0,0,0,0,3
"AT Rayudu, RA Jadeja",9,24,3,0,2,2,1,40
"DT Christian, RJ Harris",0,4,0,0,0,0,0,4
"DJ Hussey, JR Hopes",5,4,3,0,0,4,1,16
"RP Singh, LR Shukla",1,1,0,0,1,0,0,3
"Yuvraj Singh, MF Maharoof",7,1,0,0,1,1,1,10
"MK Tiwary, R Vinay Kumar",10,4,0,0,0,0,2,15
"MG Johnson, DT Christian",3,3,0,0,0,1,0,7
"LA Pomersbach, VS Yeligati",4,4,0,0,4,0,0,12
"MC Henriques, DR Smith",1,0,0,0,0,0,1,1
"DA Warner, M Morkel",12,6,1,0,8,0,2,27
"DJ Hussey, VR Aaron",6,8,0,0,0,0,0,14
"JC Buttler, DS Kulkarni",6,1,0,0,1,0,0,8
"PA Patel, SK Warne",5,13,3,0,0,1,2,22
"AS Rajpoot, MM Patel",4,0,1,0,0,0,0,5
"R Vinay Kumar, DR Smith",5,4,0,0,3,0,0,12
"JA Morkel, Mohammad Asif",0,1,0,0,1,0,0,2
"MK Pandey, P Kumar",10,5,1,0,0,0,3,16
"RV Uthappa, PV Tambe",2,6,1,0,1,0,0,10
"MN Samuels, KP Appanna",0,2,1,0,0,1,0,4
"CJ Anderson, TG Southee",1,1,0,0,1,1,0,4
"NV Ojha, CJ Jordan",1,1,1,0,1,0,0,4
"R Vinay Kumar, AB Dinda",0,1,0,0,0,0,0,1
"JP Duminy, M Muralitharan",15,16,2,0,0,4,1,37
"Salman Butt, MF Maharoof",0,4,1,0,0,0,0,5
"DA Warner, SB Jakati",2,2,0,0,1,0,1,5
"NV Ojha, RS Bopara",3,3,0,0,1,0,0,7
"MV Boucher, VY Mahesh",2,1,1,0,0,0,0,4
"BB McCullum, B Akhil",1,5,2,0,0,2,0,10
"AT Rayudu, VR Aaron",7,12,0,0,1,1,1,21
"PP Chawla, M Manhas",6,4,1,0,0,0,0,11
"G Gambhir, DR Smith",2,5,0,0,1,0,0,8
"Shivam Sharma, JJ Bumrah",0,1,0,0,0,0,0,1
"A Mishra, R Dhawan",0,1,0,0,0,0,0,1
"N Saini, SW Tait",2,1,0,0,0,0,1,3
"NS Naik, Mustafizur Rahman",7,1,1,0,0,0,1,9
"Shoaib Akhtar, RR Raje",2,0,0,0,0,0,1,2
"JE Taylor, DE Bollinger",1,1,0,0,0,0,0,2
"R McLaren, Pankaj Singh",7,1,1,1,1,0,0,11
"SA Asnodkar, AB Dinda",5,3,0,0,2,0,0,10
"RV Uthappa, P Kumar",23,16,2,0,6,2,1,49
"CA Pujara, Harmeet Singh",2,1,0,0,1,0,0,4
"JP Duminy, Shivam Sharma",3,7,0,0,0,0,0,10
"C de Grandhomme, Sandeep Sharma",0,2,1,0,0,0,0,3
"JH Kallis, A Mishra",16,19,2,1,2,0,2,40
"BB McCullum, D Wiese",3,0,0,0,1,0,1,4
"Sachin Baby, AR Patel",2,2,2,0,1,0,0,7
"SP Narine, I Sharma",2,1,0,0,0,0,0,3
"SR Tendulkar, AA Jhunjhunwala",0,1,0,0,0,0,0,1
"SV Samson, S Kaul",2,4,1,0,0,3,0,10
"S Dhawan, DR Smith",3,2,0,0,2,0,1,7
"KL Rahul, B Kumar",2,2,1,0,3,0,0,8
"CH Gayle, KJ Abbott",1,2,0,0,2,2,0,7
"T Thushara, Harmeet Singh",1,1,2,0,0,0,0,4
"KS Williamson, DT Christian",2,1,3,0,0,0,1,6
"PA Patel, Mohammad Nabi",1,3,1,0,1,0,0,6
"Y Venugopal Rao, A Singh",5,1,1,0,3,0,0,10
"T Taibu, VY Mahesh",0,2,0,0,0,0,0,2
"YV Takawale, R Vinay Kumar",2,3,2,0,1,1,0,9
"JH Kallis, R Bhatia",3,10,2,0,2,0,0,17
"SA Asnodkar, ST Jayasuriya",1,4,0,0,0,0,0,5
"S Dhawan, KK Cooper",1,3,0,0,0,0,0,4
"CA Pujara, SW Tait",3,0,0,0,2,0,0,5
"KP Pietersen, DJ Bravo",3,4,0,1,0,1,1,9
"VY Mahesh, SK Warne",3,2,0,0,0,0,0,5
"JR Hopes, SK Trivedi",0,3,1,0,3,0,0,7
"KS Williamson, J Yadav",5,6,1,0,0,1,0,13
"V Sehwag, Sandeep Sharma",4,1,0,0,2,0,0,7
"JA Morkel, DJ Bravo",5,7,2,0,3,1,0,18
"RA Jadeja, JDP Oram",0,3,0,0,1,0,0,4
"CH Morris, PV Tambe",1,0,1,0,0,2,0,4
"PC Valthaty, SK Trivedi",3,0,0,0,3,2,0,8
"TM Dilshan, LJ Wright",2,4,0,0,0,0,1,6
"OA Shah, MS Gony",5,5,0,0,1,0,0,11
"B Kumar, SP Narine",6,2,1,0,0,0,0,9
"TM Dilshan, I Sharma",9,4,2,0,1,1,3,17
"IK Pathan, M Muralitharan",7,4,1,0,2,1,0,15
"S Narwal, T Thushara",0,2,0,0,0,0,0,2
"PJ Cummins, A Nehra",1,0,0,0,0,0,0,1
"M Manhas, Yuvraj Singh",7,11,1,0,0,0,0,19
"PA Patel, M Morkel",10,12,2,0,4,0,0,28
"KP Pietersen, MM Patel",2,3,0,0,1,0,0,6
"CH Gayle, J Theron",1,2,0,0,1,1,1,5
"AM Rahane, Imran Tahir",7,15,0,0,0,0,1,22
"MS Dhoni, B Lee",0,3,3,0,2,0,0,8
"AT Rayudu, B Lee",11,3,2,0,2,0,0,18
"KS Williamson, YK Pathan",1,2,0,0,1,0,0,4
"TL Suman, A Nehra",4,3,1,0,4,0,0,12
"MJ Clarke, JP Duminy",1,5,0,0,1,0,0,7
"P Negi, B Kumar",1,0,0,0,0,0,1,1
"GJ Bailey, R Vinay Kumar",2,2,2,0,1,1,1,8
"NM Coulter-Nile, DS Kulkarni",3,0,0,0,0,1,1,4
"KC Sangakkara, BJ Hodge",1,0,0,0,1,1,1,3
"SS Tiwary, P Kumar",8,4,2,0,1,0,0,15
"KB Arun Karthik, JD Unadkat",0,1,0,0,0,0,0,1
"AJ Finch, P Sahu",1,4,0,0,2,0,1,7
"SK Warne, RG Sharma",1,0,0,0,0,0,1,1
"DA Miller, JH Kallis",2,3,1,0,2,0,0,8
"RN ten Doeschate, AA Chavan",1,0,0,0,0,1,0,2
"SB Styris, Umar Gul",2,3,0,0,0,0,0,5
"DW Steyn, P Kumar",2,1,0,0,0,0,0,3
"B Akhil, WPUJC Vaas",1,0,0,0,2,0,0,3
"DR Smith, Harbhajan Singh",20,18,3,0,6,4,4,51
"V Kohli, Shakib Al Hasan",4,15,0,0,1,1,0,21
"ML Hayden, B Lee",7,1,0,0,2,0,0,10
"SR Tendulkar, YK Pathan",12,13,1,0,7,1,0,34
"DJ Hussey, SP Narine",3,6,0,0,0,0,1,9
"JP Duminy, JP Faulkner",9,13,4,0,2,1,1,29
"MN Samuels, J Theron",2,1,0,0,0,0,0,3
"MS Dhoni, A Nehra",7,16,7,0,7,3,1,40
"YK Pathan, SM Pollock",1,2,0,0,0,0,0,3
"RR Pant, KH Pandya",0,1,0,0,2,0,0,3
"RJ Peterson, S Nadeem",0,1,0,0,0,0,0,1
"RG Sharma, S Aravind",0,6,0,0,0,1,0,7
"R Dravid, MM Sharma",6,4,0,0,1,0,0,11
"MK Pandey, RJ Harris",26,8,4,0,4,0,2,42
"B Lee, RP Singh",4,2,1,0,0,0,0,7
"D Wiese, AD Russell",1,3,1,0,0,0,0,5
"BB McCullum, DJ Bravo",11,11,0,0,0,0,0,22
"M Manhas, KMDN Kulasekara",1,0,0,0,0,0,1,1
"MS Dhoni, V Kohli",0,6,3,0,0,0,0,9
"V Kohli, AS Rajpoot",1,4,1,0,1,0,0,7
"Swapnil Singh, AD Russell",1,0,0,0,0,0,1,1
"JH Kallis, VS Malik",0,0,0,1,1,0,0,2
"Harbhajan Singh, DE Bollinger",7,1,1,0,0,3,1,12
"TL Suman, Harbhajan Singh",11,5,0,0,2,2,3,20
"JP Duminy, A Singh",2,0,3,0,3,2,0,10
"AL Menaria, DE Bollinger",2,2,0,0,0,0,1,4
"AT Rayudu, Mohammed Shami",4,1,0,0,3,0,0,8
"KV Sharma, DT Christian",6,3,0,0,0,0,0,9
"SK Raina, A Mishra",13,33,6,0,5,3,3,60
"GJ Maxwell, AJ Tye",0,2,0,0,0,0,0,2
"AR Patel, KV Sharma",0,1,0,0,0,0,0,1
"GC Smith, DJ Bravo",0,2,0,0,0,0,0,2
"Y Nagar, GB Hogg",3,3,1,0,0,0,0,7
"CA Pujara, A Symonds",3,1,0,0,2,0,1,6
"Yuvraj Singh, A Mishra",16,9,0,0,2,1,2,28
"RS Bopara, SC Ganguly",1,1,0,0,0,0,1,2
"G Gambhir, AC Thomas",2,6,1,0,0,0,0,9
"IK Pathan, A Symonds",1,3,1,0,0,0,0,5
"AD Russell, CJ Jordan",2,1,0,0,0,1,0,4
"ST Jayasuriya, MS Gony",14,5,0,1,2,3,1,25
"SC Ganguly, SB Bangar",6,2,0,0,1,0,0,9
"Shoaib Ahmed, DP Nannes",3,0,0,0,0,0,0,3
"G Gambhir, SK Trivedi",12,19,1,0,3,0,2,35
"SR Tendulkar, A Singh",3,1,0,0,1,0,1,5
"Gurkeerat Singh, SK Trivedi",3,7,1,0,0,0,1,11
"R Bhatia, SR Watson",0,5,1,0,1,0,0,7
"RV Uthappa, BE Hendricks",1,1,0,0,1,0,0,3
"MS Dhoni, Harbhajan Singh",13,21,1,0,3,2,1,40
"AJ Finch, M Muralitharan",2,3,0,0,0,0,1,5
"R Bhatia, WD Parnell",3,3,1,0,1,1,0,9
"S Badrinath, AB McDonald",1,1,0,0,0,0,0,2
"BB McCullum, KP Appanna",4,4,0,0,1,0,0,9
"PD Collingwood, CK Langeveldt",2,0,0,0,0,0,1,2
"A Nehra, SW Tait",2,2,0,0,0,0,0,4
"GJ Bailey, NM Coulter-Nile",7,4,0,0,2,0,0,13
"AS Raut, SK Raina",2,1,0,0,0,1,0,4
"KS Williamson, SP Narine",4,5,0,0,0,0,0,9
"TL Suman, PP Ojha",4,0,0,0,0,1,0,5
"SK Warne, MF Maharoof",2,0,0,0,0,0,2,2
"BJ Hodge, KP Pietersen",5,2,0,0,0,0,0,7
"HH Pandya, JD Unadkat",3,0,0,0,2,0,1,5
"GJ Maxwell, DR Smith",3,7,0,0,3,4,1,17
"JD Ryder, YK Pathan",4,1,0,0,0,0,2,5
"P Kumar, CK Langeveldt",1,1,1,0,0,0,0,3
"DJ Bravo, KH Pandya",2,2,0,0,0,0,0,4
"RJ Quiney, DP Nannes",8,1,0,0,2,0,0,11
"SE Marsh, R Dhawan",5,2,1,0,3,0,0,11
"V Sehwag, R Sharma",10,15,0,0,4,2,0,31
"BCJ Cutting, DJ Bravo",2,1,1,0,1,0,0,5
"NLTC Perera, R Bhatia",0,2,0,0,0,0,0,2
"MK Pandey, M Muralitharan",6,5,0,0,0,0,1,11
"KP Pietersen, Kamran Khan",4,4,2,0,4,1,0,15
"SK Raina, S Badree",2,1,0,0,0,0,0,3
"I Sharma, Sohail Tanvir",0,1,1,0,0,0,0,2
"RA Jadeja, DT Christian",13,11,2,0,2,0,1,28
"N Saini, CJ McKay",2,1,0,0,0,0,1,3
"DR Smith, R Ashwin",7,6,2,0,6,1,1,22
"HH Gibbs, GD McGrath",5,2,0,0,0,2,0,9
"S Dhawan, DP Vijaykumar",4,5,0,0,0,0,0,9
"K Goel, JH Kallis",8,4,0,1,1,0,0,14
"DL Vettori, YK Pathan",4,2,1,0,0,0,0,7
"DT Christian, JR Hopes",3,1,2,0,0,0,1,6
"SV Samson, Bipul Sharma",5,4,0,0,1,0,0,10
"AJ Finch, A Choudhary",6,1,1,0,2,1,0,11
"WP Saha, A Kumble",5,5,3,0,0,0,1,13
"AB Agarkar, M Muralitharan",1,2,0,0,1,0,0,4
"CL White, JR Hopes",0,4,1,0,0,1,0,6
"SK Trivedi, JDP Oram",0,2,0,0,0,0,0,2
"CA Lynn, M Muralitharan",1,4,0,0,0,2,0,7
"KD Karthik, DJG Sammy",3,4,2,0,2,0,0,11
"JH Kallis, Harbhajan Singh",18,21,4,0,2,2,2,47
"F du Plessis, JH Kallis",1,5,0,0,0,0,0,6
"ER Dwivedi, B Kumar",4,1,0,0,1,0,1,6
"Misbah-ul-Haq, SB Bangar",5,3,1,0,0,0,0,9
"RG Sharma, Anureet Singh",3,1,2,0,1,0,0,7
"M Vijay, A Mithun",2,2,0,0,2,0,0,6
"HH Pandya, Sandeep Sharma",2,0,0,0,0,0,1,2
"KA Pollard, J Botha",3,3,1,0,2,2,1,11
"DL Vettori, M Morkel",1,1,0,0,0,0,0,2
"RA Jadeja, B Lee",6,2,0,0,3,0,1,11
"SN Khan, IC Pandey",0,2,0,0,0,0,0,2
"DJ Hooda, Yuvraj Singh",0,2,0,0,0,0,0,2
"S Dhawan, KA Pollard",1,5,0,0,2,0,0,8
"SR Watson, DT Christian",0,2,0,0,0,0,0,2
"DB Ravi Teja, V Kohli",1,1,0,0,0,0,1,2
"SK Warne, JA Morkel",2,4,0,0,2,0,0,8
"CL White, AD Russell",1,5,0,0,2,0,0,8
"SR Tendulkar, DL Vettori",6,6,2,0,2,0,0,16
"Shahid Afridi, IK Pathan",1,1,0,0,1,0,0,3
"SR Watson, JD Ryder",2,0,0,0,2,1,0,5
"M Vohra, RA Jadeja",10,3,2,0,1,1,2,17
"KV Sharma, R Bhatia",3,2,0,0,0,0,0,5
"TM Dilshan, K Upadhyay",0,4,0,0,3,0,0,7
"BJ Hodge, Harmeet Singh",6,11,1,0,1,0,0,19
"JEC Franklin, SK Warne",0,2,0,0,1,0,0,3
"SR Watson, SPD Smith",0,0,0,0,1,0,0,1
"RE Levi, M Kartik",2,0,0,0,0,0,1,2
"DA Miller, CJ McKay",1,3,0,0,0,0,0,4
"DJ Hussey, AA Chavan",0,4,0,0,1,0,0,5
"M Kaif, DJ Bravo",1,0,0,0,0,0,0,1
"J Yadav, R Ashwin",4,1,0,0,0,0,0,5
"YK Pathan, Swapnil Singh",0,2,0,0,0,0,0,2
"DH Yagnik, BA Bhatt",2,3,0,0,1,0,0,6
"MEK Hussey, B Lee",14,9,3,0,3,2,0,31
"SE Marsh, DJG Sammy",1,0,0,0,0,0,1,1
"CH Gayle, YK Pathan",29,16,3,0,4,5,0,57
"AB Barath, Z Khan",2,0,0,0,1,0,0,3
"HH Gibbs, CK Langeveldt",2,0,0,0,0,0,1,2
"NV Ojha, A Singh",2,1,0,0,0,0,1,3
"V Sehwag, KK Cooper",1,0,0,0,0,1,0,2
"N Rana, RA Jadeja",0,6,1,1,1,1,0,10
"DA Miller, A Mishra",10,13,6,0,3,1,1,33
"S Dhawan, JD Unadkat",7,6,1,0,5,1,0,20
"DW Steyn, AB McDonald",1,1,0,0,0,0,1,2
"MG Johnson, DJ Bravo",2,2,0,0,0,0,2,4
"PA Patel, TA Boult",4,3,2,0,2,0,0,11
"Sachin Baby, UT Yadav",3,1,0,0,2,1,0,7
"AR Patel, R Ashwin",11,5,1,0,0,0,2,17
"AUK Pathan, Azhar Mahmood",2,2,0,0,0,0,0,4
"DA Miller, RD Chahar",3,3,0,0,0,0,0,6
"HH Gibbs, M Muralitharan",15,10,2,1,1,1,0,30
"M Vijay, IC Pandey",13,7,1,0,3,1,0,25
"S Dhawan, RN ten Doeschate",0,1,0,0,0,0,0,1
"B Kumar, Z Khan",0,1,0,0,1,0,0,2
"R Bhatia, J Botha",1,2,0,0,0,0,0,3
"AB de Villiers, MG Johnson",3,6,2,0,1,0,0,12
"SS Tiwary, JE Taylor",3,0,2,0,1,1,1,7
"AM Rahane, M Kartik",4,7,3,0,0,0,0,14
"KB Arun Karthik, DP Nannes",2,1,1,0,0,0,0,4
"Sachin Baby, TG Southee",2,1,0,0,1,0,0,4
"M Manhas, PV Tambe",4,1,1,0,1,0,0,7
"IR Jaggi, RP Singh",0,1,0,0,0,0,0,1
"K Goel, SE Bond",4,1,0,0,1,1,0,7
"AB de Villiers, MM Patel",8,13,3,0,3,1,0,28
"DA Miller, DJ Bravo",4,12,2,0,2,1,1,21
"SW Billings, R Bhatia",3,3,1,0,0,0,1,7
"LMP Simmons, Ankit Sharma",11,5,1,0,1,0,2,18
"D Kalyankrishna, IK Pathan",1,0,0,0,0,0,1,1
"K Goel, VY Mahesh",2,3,0,0,0,3,1,8
"DJG Sammy, R Vinay Kumar",2,1,0,0,0,1,1,4
"JP Duminy, AM Salvi",1,1,0,0,0,0,0,2
"RG Sharma, MA Starc",2,1,1,0,1,0,0,5
"ST Jayasuriya, JH Kallis",22,6,2,0,7,1,0,39
"DA Warner, RA Jadeja",6,12,4,0,3,1,0,26
"LRPL Taylor, CL White",1,1,0,0,0,0,0,2
"AR Patel, BB Sran",0,2,0,0,0,0,0,2
"SB Styris, M Muralitharan",10,6,0,0,1,0,1,17
"SV Samson, JP Duminy",1,5,0,0,0,0,0,6
"Niraj Patel, S Sreesanth",2,2,0,0,4,0,0,8
"P Dogra, IK Pathan",0,1,0,0,0,0,0,1
"M Kartik, DE Bollinger",1,1,0,0,0,0,0,2
"Ankit Sharma, AJ Tye",2,2,0,0,0,0,1,4
"Ishan Kishan, T Natarajan",2,0,0,0,0,0,1,2
"SE Marsh, A Symonds",1,1,0,0,1,0,0,3
"SS Tiwary, KJ Abbott",3,0,1,0,0,0,0,4
"MEK Hussey, L Balaji",22,9,3,0,8,2,2,44
"V Sehwag, JP Faulkner",3,0,0,0,3,0,2,6
"Yuvraj Singh, SK Raina",23,26,1,1,6,0,2,57
"JH Kallis, R McLaren",3,2,1,0,0,0,1,6
"CA Lynn, MA Starc",0,1,0,0,0,0,0,1
"Sandeep Sharma, MA Starc",2,0,0,0,0,0,0,2
"AT Rayudu, B Kumar",13,11,3,0,3,0,2,30
